timestamp,action,price,shares,cash_after
2026-01-06 13:10:00-05:00,BUY,263.010009765625,38.0,5.61962890625
2026-01-06 14:05:00-05:00,SELL,262.79998779296875,38.0,9992.019165039062
2026-01-07 12:10:00-05:00,BUY,262.3399963378906,38.0,23.09930419921875
2026-01-07 13:20:00-05:00,SELL,261.19000244140625,38.0,9948.319396972656
2026-01-07 15:00:00-05:00,BUY,261.75,38.0,1.81939697265625
2026-01-07 15:30:00-05:00,SELL,260.7950134277344,38.0,9912.029907226562
2026-01-08 11:55:00-05:00,BUY,257.69500732421875,38.0,119.61962890625
2026-01-08 13:50:00-05:00,SELL,257.1700134277344,38.0,9892.080139160156
2026-01-08 15:15:00-05:00,BUY,257.4100036621094,38.0,110.5
2026-01-09 10:20:00-05:00,SELL,257.9700012207031,38.0,9913.360046386719
2026-01-09 10:40:00-05:00,BUY,257.8305969238281,38.0,115.79736328125
2026-01-09 11:20:00-05:00,SELL,257.6099853515625,38.0,9904.976806640625
2026-01-09 12:20:00-05:00,BUY,258.8299865722656,38.0,69.43731689453125
2026-01-12 09:30:00-05:00,SELL,258.0299987792969,38.0,9874.577270507812
2026-01-12 10:45:00-05:00,BUY,259.5220031738281,38.0,12.74114990234375
2026-01-12 14:10:00-05:00,SELL,260.260009765625,38.0,9902.621520996094
2026-01-12 14:55:00-05:00,BUY,261.1300048828125,37.0,240.81134033203125
2026-01-13 09:30:00-05:00,SELL,259.7300109863281,37.0,9850.821746826172
2026-01-13 09:35:00-05:00,BUY,261.6199951171875,37.0,170.88192749023438
2026-01-13 09:40:00-05:00,SELL,260.2149963378906,37.0,9798.836791992188
2026-01-13 11:40:00-05:00,BUY,260.82000732421875,37.0,148.49652099609375
2026-01-13 13:25:00-05:00,SELL,259.989990234375,37.0,9768.126159667969
2026-01-14 09:30:00-05:00,BUY,261.69000244140625,37.0,85.5960693359375
2026-01-14 10:50:00-05:00,SELL,258.1400146484375,37.0,9636.776611328125
2026-01-14 13:55:00-05:00,BUY,258.0,37.0,90.776611328125
2026-01-15 11:05:00-05:00,SELL,260.12078857421875,37.0,9715.245788574219
2026-01-15 11:40:00-05:00,BUY,260.5400085449219,37.0,75.26547241210938
2026-01-15 12:25:00-05:00,SELL,259.3299865722656,37.0,9670.474975585938
2026-01-16 13:45:00-05:00,BUY,256.6907043457031,37.0,172.91891479492188
2026-01-16 15:40:00-05:00,SELL,255.6499938964844,37.0,9631.968688964846
2026-01-21 10:10:00-05:00,BUY,246.91000366210935,39.0,2.478546142581763
2026-01-21 11:45:00-05:00,SELL,246.14500427246097,39.0,9602.13371276856
2026-01-21 13:50:00-05:00,BUY,246.19000244140625,39.0,0.7236175537163945
2026-01-22 14:50:00-05:00,SELL,249.1750030517578,39.0,9718.548736572271
2026-01-23 10:55:00-05:00,BUY,248.97999572753903,39.0,8.328903198249463
2026-01-23 12:45:00-05:00,SELL,247.94500732421875,39.0,9678.18418884278
2026-01-23 14:55:00-05:00,BUY,248.1699981689453,38.0,247.72425842285884
2026-01-26 12:35:00-05:00,SELL,254.6300048828125,38.0,9923.664443969734
2026-01-26 13:55:00-05:00,BUY,255.11000061035156,38.0,229.48442077637446
2026-01-26 15:55:00-05:00,SELL,255.4199981689453,38.0,9935.444351196296
2026-01-27 09:30:00-05:00,BUY,260.19500732421875,38.0,48.03407287598384
2026-01-27 13:20:00-05:00,SELL,260.7550048828125,38.0,9956.724258422859
2026-01-28 13:45:00-05:00,BUY,255.3999938964844,38.0,251.52449035645077
2026-01-29 10:40:00-05:00,SELL,255.13999938964844,38.0,9946.844467163091
2026-01-29 12:25:00-05:00,BUY,257.2200012207031,38.0,172.48442077637264
2026-01-30 09:35:00-05:00,SELL,255.09500122070312,38.0,9866.094467163091
2026-01-30 11:40:00-05:00,BUY,256.80999755859375,38.0,107.3145599365289
2026-01-30 12:15:00-05:00,SELL,254.7599945068359,38.0,9788.194351196293
2026-01-30 13:40:00-05:00,BUY,256.1466979980469,38.0,54.61982727051145
2026-02-03 10:40:00-05:00,SELL,268.4200134277344,38.0,10254.580337524418
2026-02-03 11:10:00-05:00,BUY,270.0849914550781,37.0,261.4356536865271
2026-02-03 12:05:00-05:00,SELL,269.58331298828125,37.0,10236.018234252933
2026-02-03 13:15:00-05:00,BUY,269.8500061035156,37.0,251.5680084228552
2026-02-03 15:20:00-05:00,SELL,269.20001220703125,37.0,10211.968460083011
2026-02-04 09:35:00-05:00,BUY,275.57501220703125,37.0,15.6930084228552
2026-02-04 11:50:00-05:00,SELL,274.32000732421875,37.0,10165.533279418949
2026-02-04 13:55:00-05:00,BUY,275.389892578125,36.0,251.49714660644895
2026-02-05 10:00:00-05:00,SELL,275.5,36.0,10169.497146606449
2026-02-05 12:00:00-05:00,BUY,274.4200134277344,37.0,15.956649780277075
2026-02-05 12:10:00-05:00,SELL,274.07000732421875,37.0,10156.54692077637
2026-02-05 14:00:00-05:00,BUY,275.4849853515625,36.0,239.08744812012083
