timestamp,price,signal,cash,shares,equity
2026-01-07 09:30:00-05:00,262.43499755859375,HOLD,10000.0,0.0,10000.0
2026-01-07 09:45:00-05:00,261.4100036621094,HOLD,10000.0,0.0,10000.0
2026-01-07 10:00:00-05:00,262.0398864746094,HOLD,10000.0,0.0,10000.0
2026-01-07 10:15:00-05:00,262.0299987792969,HOLD,10000.0,0.0,10000.0
2026-01-07 10:30:00-05:00,261.6199951171875,HOLD,10000.0,0.0,10000.0
2026-01-07 10:45:00-05:00,261.9898986816406,HOLD,10000.0,0.0,10000.0
2026-01-07 11:00:00-05:00,261.6400146484375,HOLD,10000.0,0.0,10000.0
2026-01-07 11:15:00-05:00,261.0837097167969,HOLD,10000.0,0.0,10000.0
2026-01-07 11:30:00-05:00,262.0000915527344,HOLD,10000.0,0.0,10000.0
2026-01-07 11:45:00-05:00,262.17999267578125,HOLD,10000.0,0.0,10000.0
2026-01-07 12:00:00-05:00,262.3399963378906,HOLD,10000.0,0.0,10000.0
2026-01-07 12:15:00-05:00,262.3599853515625,HOLD,10000.0,0.0,10000.0
2026-01-07 12:30:00-05:00,262.3599853515625,HOLD,10000.0,0.0,10000.0
2026-01-07 12:45:00-05:00,262.31500244140625,HOLD,10000.0,0.0,10000.0
2026-01-07 13:00:00-05:00,261.69000244140625,HOLD,10000.0,0.0,10000.0
2026-01-07 13:15:00-05:00,261.2200012207031,HOLD,10000.0,0.0,10000.0
2026-01-07 13:30:00-05:00,261.8500061035156,HOLD,10000.0,0.0,10000.0
2026-01-07 13:45:00-05:00,262.010009765625,HOLD,10000.0,0.0,10000.0
2026-01-07 14:00:00-05:00,261.7650146484375,HOLD,10000.0,0.0,10000.0
2026-01-07 14:15:00-05:00,261.5899963378906,HOLD,10000.0,0.0,10000.0
2026-01-07 14:30:00-05:00,262.32501220703125,HOLD,10000.0,0.0,10000.0
2026-01-07 14:45:00-05:00,261.8399963378906,HOLD,10000.0,0.0,10000.0
2026-01-07 15:00:00-05:00,261.49798583984375,HOLD,10000.0,0.0,10000.0
2026-01-07 15:15:00-05:00,261.3299865722656,HOLD,10000.0,0.0,10000.0
2026-01-07 15:30:00-05:00,260.68499755859375,HOLD,10000.0,0.0,10000.0
2026-01-07 15:45:00-05:00,260.3599853515625,HOLD,10000.0,0.0,10000.0
2026-01-08 09:30:00-05:00,256.1000061035156,HOLD,10000.0,0.0,10000.0
2026-01-08 09:45:00-05:00,256.2900085449219,HOLD,10000.0,0.0,10000.0
2026-01-08 10:00:00-05:00,256.92999267578125,HOLD,10000.0,0.0,10000.0
2026-01-08 10:15:00-05:00,256.7449951171875,HOLD,10000.0,0.0,10000.0
2026-01-08 10:30:00-05:00,256.739990234375,HOLD,10000.0,0.0,10000.0
2026-01-08 10:45:00-05:00,256.69000244140625,HOLD,10000.0,0.0,10000.0
2026-01-08 11:00:00-05:00,256.1400146484375,HOLD,10000.0,0.0,10000.0
2026-01-08 11:15:00-05:00,256.1099853515625,HOLD,10000.0,0.0,10000.0
2026-01-08 11:30:00-05:00,257.8900146484375,HOLD,10000.0,0.0,10000.0
2026-01-08 11:45:00-05:00,257.69500732421875,HOLD,10000.0,0.0,10000.0
2026-01-08 12:00:00-05:00,257.2749938964844,HOLD,10000.0,0.0,10000.0
2026-01-08 12:15:00-05:00,256.7090148925781,HOLD,10000.0,0.0,10000.0
2026-01-08 12:30:00-05:00,257.159912109375,HOLD,10000.0,0.0,10000.0
2026-01-08 12:45:00-05:00,257.3900146484375,HOLD,10000.0,0.0,10000.0
2026-01-08 13:00:00-05:00,256.70001220703125,HOLD,10000.0,0.0,10000.0
2026-01-08 13:15:00-05:00,257.4800109863281,HOLD,10000.0,0.0,10000.0
2026-01-08 13:30:00-05:00,257.3299865722656,HOLD,10000.0,0.0,10000.0
2026-01-08 13:45:00-05:00,256.93499755859375,HOLD,10000.0,0.0,10000.0
2026-01-08 14:00:00-05:00,256.69000244140625,HOLD,10000.0,0.0,10000.0
2026-01-08 14:15:00-05:00,256.6000061035156,HOLD,10000.0,0.0,10000.0
2026-01-08 14:30:00-05:00,257.0199890136719,HOLD,10000.0,0.0,10000.0
2026-01-08 14:45:00-05:00,257.2300109863281,HOLD,10000.0,0.0,10000.0
2026-01-08 15:00:00-05:00,257.4200134277344,HOLD,10000.0,0.0,10000.0
2026-01-08 15:15:00-05:00,258.2799987792969,HOLD,10000.0,0.0,10000.0
2026-01-08 15:30:00-05:00,258.3100891113281,HOLD,10000.0,0.0,10000.0
2026-01-08 15:45:00-05:00,259.05999755859375,HOLD,10000.0,0.0,10000.0
2026-01-09 09:30:00-05:00,258.2900085449219,HOLD,10000.0,0.0,10000.0
2026-01-09 09:45:00-05:00,256.93499755859375,HOLD,10000.0,0.0,10000.0
2026-01-09 10:00:00-05:00,258.2900085449219,HOLD,10000.0,0.0,10000.0
2026-01-09 10:15:00-05:00,258.4599914550781,BUY,173.60958486938398,38.0,9995.089260162353
2026-01-09 10:30:00-05:00,257.8305969238281,HOLD,173.60958486938398,38.0,9971.172267974853
2026-01-09 10:45:00-05:00,257.7699890136719,HOLD,173.60958486938398,38.0,9968.869167388915
2026-01-09 11:00:00-05:00,258.19000244140625,HOLD,173.60958486938398,38.0,9984.829677642821
2026-01-09 11:15:00-05:00,256.9599914550781,HOLD,173.60958486938398,38.0,9938.089260162353
2026-01-09 11:30:00-05:00,256.93499755859375,HOLD,173.60958486938398,38.0,9937.139492095946
2026-01-09 11:45:00-05:00,257.67999267578125,HOLD,173.60958486938398,38.0,9965.449306549071
2026-01-09 12:00:00-05:00,258.5799865722656,HOLD,173.60958486938398,38.0,9999.649074615478
2026-01-09 12:15:00-05:00,258.92999267578125,HOLD,173.60958486938398,38.0,10012.949306549071
2026-01-09 12:30:00-05:00,258.6400146484375,HOLD,173.60958486938398,38.0,10001.930141510009
2026-01-09 12:45:00-05:00,258.7607116699219,HOLD,173.60958486938398,38.0,10006.516628326415
2026-01-09 13:00:00-05:00,258.2900085449219,HOLD,173.60958486938398,38.0,9988.629909576415
2026-01-09 13:15:00-05:00,259.1199951171875,SELL,10015.246119415282,0.0,10015.246119415282
2026-01-09 13:30:00-05:00,259.19000244140625,HOLD,10015.246119415282,0.0,10015.246119415282
2026-01-09 13:45:00-05:00,259.4800109863281,HOLD,10015.246119415282,0.0,10015.246119415282
2026-01-09 14:00:00-05:00,259.4800109863281,HOLD,10015.246119415282,0.0,10015.246119415282
2026-01-09 14:15:00-05:00,259.7300109863281,HOLD,10015.246119415282,0.0,10015.246119415282
2026-01-09 14:30:00-05:00,259.82000732421875,HOLD,10015.246119415282,0.0,10015.246119415282
2026-01-09 14:45:00-05:00,259.9700927734375,HOLD,10015.246119415282,0.0,10015.246119415282
2026-01-09 15:00:00-05:00,259.9800109863281,HOLD,10015.246119415282,0.0,10015.246119415282
2026-01-09 15:15:00-05:00,259.9649963378906,HOLD,10015.246119415282,0.0,10015.246119415282
2026-01-09 15:30:00-05:00,259.7770080566406,HOLD,10015.246119415282,0.0,10015.246119415282
2026-01-09 15:45:00-05:00,259.3500061035156,HOLD,10015.246119415282,0.0,10015.246119415282
2026-01-12 09:30:00-05:00,257.54998779296875,HOLD,10015.246119415282,0.0,10015.246119415282
2026-01-12 09:45:00-05:00,258.3299865722656,BUY,193.79835992431435,38.0,10010.337849670408
2026-01-12 10:00:00-05:00,259.6300048828125,HOLD,193.79835992431435,38.0,10059.73854547119
2026-01-12 10:15:00-05:00,260.3500061035156,HOLD,193.79835992431435,38.0,10087.098591857908
2026-01-12 10:30:00-05:00,259.69000244140625,HOLD,193.79835992431435,38.0,10062.018452697752
2026-01-12 10:45:00-05:00,259.3900146484375,HOLD,193.79835992431435,38.0,10050.61891656494
2026-01-12 11:00:00-05:00,260.31500244140625,HOLD,193.79835992431435,38.0,10085.768452697752
2026-01-12 11:15:00-05:00,260.2300109863281,HOLD,193.79835992431435,38.0,10082.538777404783
2026-01-12 11:30:00-05:00,259.760009765625,HOLD,193.79835992431435,38.0,10064.678731018064
2026-01-12 11:45:00-05:00,261.0,HOLD,193.79835992431435,38.0,10111.798359924314
2026-01-12 12:00:00-05:00,260.5849914550781,HOLD,193.79835992431435,38.0,10096.028035217283
2026-01-12 12:15:00-05:00,260.60931396484375,HOLD,193.79835992431435,38.0,10096.952290588377
2026-01-12 12:30:00-05:00,260.5299987792969,HOLD,193.79835992431435,38.0,10093.938313537596
2026-01-12 12:45:00-05:00,260.67498779296875,HOLD,193.79835992431435,38.0,10099.447896057127
2026-01-12 13:00:00-05:00,260.75,HOLD,193.79835992431435,38.0,10102.298359924314
2026-01-12 13:15:00-05:00,260.8900146484375,HOLD,193.79835992431435,38.0,10107.61891656494
2026-01-12 13:30:00-05:00,260.67999267578125,HOLD,193.79835992431435,38.0,10099.638081604002
2026-01-12 13:45:00-05:00,260.4100036621094,HOLD,193.79835992431435,38.0,10089.37849908447
2026-01-12 14:00:00-05:00,260.260009765625,HOLD,193.79835992431435,38.0,10083.678731018064
2026-01-12 14:15:00-05:00,260.6400146484375,HOLD,193.79835992431435,38.0,10098.11891656494
2026-01-12 14:30:00-05:00,260.55999755859375,HOLD,193.79835992431435,38.0,10095.078267150877
2026-01-12 14:45:00-05:00,261.1300048828125,HOLD,193.79835992431435,38.0,10116.73854547119
2026-01-12 15:00:00-05:00,261.0400085449219,HOLD,193.79835992431435,38.0,10113.318684631346
2026-01-12 15:15:00-05:00,260.9700012207031,HOLD,193.79835992431435,38.0,10110.658406311033
2026-01-12 15:30:00-05:00,260.9377136230469,HOLD,193.79835992431435,38.0,10109.431477600096
2026-01-12 15:45:00-05:00,260.2099914550781,SELL,10076.834045379637,0.0,10076.834045379637
