timestamp,symbol,price
2026-01-06 09:30:00-05:00,AAPL,264.6199951171875
2026-01-06 09:35:00-05:00,AAPL,263.9599914550781
2026-01-06 09:40:00-05:00,AAPL,263.3599853515625
2026-01-06 09:45:00-05:00,AAPL,263.590087890625
2026-01-06 09:50:00-05:00,AAPL,263.8800964355469
2026-01-06 09:55:00-05:00,AAPL,264.4562072753906
2026-01-06 10:00:00-05:00,AAPL,265.10101318359375
2026-01-06 10:05:00-05:00,AAPL,264.95001220703125
2026-01-06 10:10:00-05:00,AAPL,264.7550048828125
2026-01-06 10:15:00-05:00,AAPL,264.2349853515625
2026-01-06 10:20:00-05:00,AAPL,264.41558837890625
2026-01-06 10:25:00-05:00,AAPL,264.0299987792969
2026-01-06 10:30:00-05:00,AAPL,264.20001220703125
2026-01-06 10:35:00-05:00,AAPL,264.66009521484375
2026-01-06 10:40:00-05:00,AAPL,265.05499267578125
2026-01-06 10:45:00-05:00,AAPL,264.7799987792969
2026-01-06 10:50:00-05:00,AAPL,264.3299865722656
2026-01-06 10:55:00-05:00,AAPL,263.8550109863281
2026-01-06 11:00:00-05:00,AAPL,263.1600036621094
2026-01-06 11:05:00-05:00,AAPL,262.9700012207031
2026-01-06 11:10:00-05:00,AAPL,262.7099914550781
2026-01-06 11:15:00-05:00,AAPL,262.42999267578125
2026-01-06 11:20:00-05:00,AAPL,262.989990234375
2026-01-06 11:25:00-05:00,AAPL,262.4198913574219
2026-01-06 11:30:00-05:00,AAPL,262.4800109863281
2026-01-06 11:35:00-05:00,AAPL,262.6499938964844
2026-01-06 11:40:00-05:00,AAPL,262.7799987792969
2026-01-06 11:45:00-05:00,AAPL,262.7699890136719
2026-01-06 11:50:00-05:00,AAPL,262.9200134277344
2026-01-06 11:55:00-05:00,AAPL,262.6099853515625
2026-01-06 12:00:00-05:00,AAPL,262.7300109863281
2026-01-06 12:05:00-05:00,AAPL,262.66729736328125
2026-01-06 12:10:00-05:00,AAPL,262.63641357421875
2026-01-06 12:15:00-05:00,AAPL,262.3599853515625
2026-01-06 12:20:00-05:00,AAPL,262.510009765625
2026-01-06 12:25:00-05:00,AAPL,262.8846130371094
2026-01-06 12:30:00-05:00,AAPL,263.0
2026-01-06 12:35:00-05:00,AAPL,262.97900390625
2026-01-06 12:40:00-05:00,AAPL,263.3900146484375
2026-01-06 12:45:00-05:00,AAPL,263.6549987792969
2026-01-06 12:50:00-05:00,AAPL,262.8399963378906
2026-01-06 12:55:00-05:00,AAPL,262.86151123046875
2026-01-06 13:00:00-05:00,AAPL,262.8699951171875
2026-01-06 13:05:00-05:00,AAPL,262.8599853515625
2026-01-06 13:10:00-05:00,AAPL,263.010009765625
2026-01-06 13:15:00-05:00,AAPL,263.125
2026-01-06 13:20:00-05:00,AAPL,263.09991455078125
2026-01-06 13:25:00-05:00,AAPL,262.5400085449219
2026-01-06 13:30:00-05:00,AAPL,262.94000244140625
2026-01-06 13:35:00-05:00,AAPL,262.7799987792969
2026-01-06 13:40:00-05:00,AAPL,262.94989013671875
2026-01-06 13:45:00-05:00,AAPL,262.9599914550781
2026-01-06 13:50:00-05:00,AAPL,262.74969482421875
2026-01-06 13:55:00-05:00,AAPL,262.8900146484375
2026-01-06 14:00:00-05:00,AAPL,262.88299560546875
2026-01-06 14:05:00-05:00,AAPL,262.79998779296875
2026-01-06 14:10:00-05:00,AAPL,262.7449951171875
2026-01-06 14:15:00-05:00,AAPL,262.92999267578125
2026-01-06 14:20:00-05:00,AAPL,262.91009521484375
2026-01-06 14:25:00-05:00,AAPL,262.87701416015625
2026-01-06 14:30:00-05:00,AAPL,262.86871337890625
2026-01-06 14:35:00-05:00,AAPL,262.8999938964844
2026-01-06 14:40:00-05:00,AAPL,262.8800048828125
2026-01-06 14:45:00-05:00,AAPL,262.8500061035156
2026-01-06 14:50:00-05:00,AAPL,262.8299865722656
2026-01-06 14:55:00-05:00,AAPL,262.6499938964844
2026-01-06 15:00:00-05:00,AAPL,262.760009765625
2026-01-06 15:05:00-05:00,AAPL,262.6099853515625
2026-01-06 15:10:00-05:00,AAPL,262.6199951171875
2026-01-06 15:15:00-05:00,AAPL,262.4200134277344
2026-01-06 15:20:00-05:00,AAPL,262.57000732421875
2026-01-06 15:25:00-05:00,AAPL,262.82000732421875
2026-01-06 15:30:00-05:00,AAPL,262.67498779296875
2026-01-06 15:35:00-05:00,AAPL,262.70001220703125
2026-01-06 15:40:00-05:00,AAPL,262.8599853515625
2026-01-06 15:45:00-05:00,AAPL,262.8666076660156
2026-01-06 15:50:00-05:00,AAPL,262.4549865722656
2026-01-06 15:55:00-05:00,AAPL,262.42498779296875
2026-01-07 09:30:00-05:00,AAPL,262.4200134277344
2026-01-07 09:35:00-05:00,AAPL,261.9200134277344
2026-01-07 09:40:00-05:00,AAPL,262.43499755859375
2026-01-07 09:45:00-05:00,AAPL,262.2300109863281
2026-01-07 09:50:00-05:00,AAPL,261.9364013671875
2026-01-07 09:55:00-05:00,AAPL,261.4100036621094
2026-01-07 10:00:00-05:00,AAPL,261.5249938964844
2026-01-07 10:05:00-05:00,AAPL,261.37908935546875
2026-01-07 10:10:00-05:00,AAPL,262.0398864746094
2026-01-07 10:15:00-05:00,AAPL,262.364990234375
2026-01-07 10:20:00-05:00,AAPL,261.9649963378906
2026-01-07 10:25:00-05:00,AAPL,262.0299987792969
2026-01-07 10:30:00-05:00,AAPL,262.17999267578125
2026-01-07 10:35:00-05:00,AAPL,261.54998779296875
2026-01-07 10:40:00-05:00,AAPL,261.6199951171875
2026-01-07 10:45:00-05:00,AAPL,261.95001220703125
2026-01-07 10:50:00-05:00,AAPL,262.239990234375
2026-01-07 10:55:00-05:00,AAPL,261.9898986816406
2026-01-07 11:00:00-05:00,AAPL,262.0
2026-01-07 11:05:00-05:00,AAPL,261.8999938964844
2026-01-07 11:10:00-05:00,AAPL,261.6400146484375
2026-01-07 11:15:00-05:00,AAPL,261.55999755859375
2026-01-07 11:20:00-05:00,AAPL,261.260009765625
2026-01-07 11:25:00-05:00,AAPL,261.0837097167969
2026-01-07 11:30:00-05:00,AAPL,261.7699890136719
2026-01-07 11:35:00-05:00,AAPL,261.510009765625
2026-01-07 11:40:00-05:00,AAPL,262.0000915527344
2026-01-07 11:45:00-05:00,AAPL,262.0299987792969
2026-01-07 11:50:00-05:00,AAPL,262.260009765625
2026-01-07 11:55:00-05:00,AAPL,262.17999267578125
2026-01-07 12:00:00-05:00,AAPL,262.406494140625
2026-01-07 12:05:00-05:00,AAPL,262.4100036621094
2026-01-07 12:10:00-05:00,AAPL,262.3399963378906
2026-01-07 12:15:00-05:00,AAPL,262.1400146484375
2026-01-07 12:20:00-05:00,AAPL,262.3500061035156
2026-01-07 12:25:00-05:00,AAPL,262.3599853515625
2026-01-07 12:30:00-05:00,AAPL,262.31500244140625
2026-01-07 12:35:00-05:00,AAPL,262.30999755859375
2026-01-07 12:40:00-05:00,AAPL,262.3599853515625
2026-01-07 12:45:00-05:00,AAPL,262.4649963378906
2026-01-07 12:50:00-05:00,AAPL,262.4800109863281
2026-01-07 12:55:00-05:00,AAPL,262.31500244140625
